Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
11/19/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,"I had a line of credit loan with a bank which I got behind on. It got turned over to LTD Financial Service Debt collections. They called and asked me to get another loan to pay XXXX % of the debt. They said if I did n't they would sue me and according to the terms of my original loan I would be responsible for all the layers fees. 

I could not get a loan but plan to get a XXXX job. LTD Financial offered to take a large payment followed by regular monthly payments. I said that would work as soon as I started the XXXX job. They asked for my bank account number to make automatic drafts. I asked for this in writing and they refused and again said they were making the offer as a good faith effort to avoid litigation. I refused to hand over my bank account without a written agreement. 

LTD Financial then started calling my wife at work and telling her I was being uncooperative and she had to work with them. 

I plan to get an attorney.",,"LTD Financial Services, LP",TX,782XX,,Consent provided,Web,11/19/2015,Closed with non-monetary relief,Yes,No,1662957
03/19/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,"I was not aware I owed this debt through this collector. I got my credit file this year and saw this. I have not received any communication AT ALL. To top it off the collections "" compliance '' manager was completely rude. I do not wish to have them collect me and would rather go to creditor for any imformation.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Sentry Credit, Inc.",CA,900XX,,Consent provided,Web,03/19/2017,Closed with explanation,Yes,No,2394086
01/29/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I am writing to document a formal complaint against XXXX and LoanCare mortgage servicing companies. 

Recently, XXXX ( XXXX, XXXX ) purchased my mortgage from my previous lender, LoanCare ( www.myloancare.com ). The transfer process has been very frustrating ; consumers should not be collateral damage in the loan transfer process, particularly given the fact that consumers do not consent to the buying and selling of their mortgages. This has created an incredible amount of work for me and wasted a lot of time, and this clearly has been the case for others too, as evidenced by XXXX ' reviews and LoanCare online. 

On XX/XX/XXXX, payment from XXXX to LoanCare went through for the remaining principle ( based on a XX/XX/XXXX calculation ) for my mortgage ; however, on XX/XX/XXXX, LoanCare also auto-drafted the monthly payment from my checking account. LoanCare does not have record of this on my online profile and they have not forwarded this payment to XXXX as both companies have said they would through the transfer process. 

XXXX now has sent me to a debt collector for failure to pay my XXXX payment and plans to auto- draft double my monthly payment from my checking account on XX/XX/XXXX. 

This is unacceptable, and has to stop. Consumers rights need to be protected during the home buying and selling process and the onus of record keeping should not fall to the consumer, the innocent bystander in this process. 

To make matters worse, neither LoanCare nor XXXX offers customer support on the weekends. I work a very busy job with long hours and am not available to troubleshoot and clean up the mess that XXXX has created during the weekdays.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",CO,802XX,,Consent provided,Web,01/29/2017,Closed with explanation,Yes,No,2316838
04/30/2014,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,,,"Real Time Resolutions, Inc.",IN,46342,,N/A,Web,04/30/2014,Closed with explanation,Yes,No,832751
04/26/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,11426,,N/A,Postal mail,04/28/2016,Closed with explanation,Yes,Yes,1897648
08/25/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,WELLS FARGO & COMPANY,CA,91377,,N/A,Web,08/27/2013,Closed with explanation,Yes,Yes,501536
04/13/2017,Credit card,,Billing disputes,,"I 'm currently serving on XXXX in the XXXX. I applied for the Barclays Bank Luxury Gold card because at the time, Barclays had a great reputation for programs they offered to military members. They went well above and beyond the SCRA standard. They offered 0 % APR as part of the SCRA agreement. They also waived all transaction fees and well as the {$990.00} annual fee to all XXXX Military for the duration of their service. This is the explicit reason I applied for this card this past XX/XX/XXXX. In XX/XX/2016 Barclays decided to change to terms and conditions they offered to new Military members. They stated they were trying to bring them selves in line with everyone else in terms of SCRA. Every card service representative I talked to stated that if you were a previous card holder this would not affect you. Only new account holders after XX/XX/2016. After 10 month of having this card I received a notice in the mail stating that they could no longer honor the original terms and would begin accessing my account the annual fee of {$990.00}. I understand that Barclays Bank went well beyond any other creditor in regards to SCRA. However, not honoring the original terms of agreement to current card members is just bad business.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,CA,932XX,Servicemember,Consent provided,Web,04/13/2017,Closed with explanation,Yes,No,2433297
01/10/2014,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,,,"Altisource Portfolio Solutions, S.à r.l.",FL,32903,,N/A,Web,01/10/2014,Closed with explanation,Yes,No,663254
05/16/2017,Debt collection,I do not know,Written notification about debt,Didn't receive notice of right to dispute,,,PORTFOLIO RECOVERY ASSOCIATES INC,NY,10901,,Consent not provided,Web,05/16/2017,Closed with non-monetary relief,Yes,N/A,2485926
03/19/2015,Credit reporting,,Incorrect information on credit report,Personal information,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,30078,,N/A,Postal mail,04/17/2015,Closed with non-monetary relief,Yes,No,1290751
09/27/2012,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,WELLS FARGO & COMPANY,OH,45140,,N/A,Web,09/28/2012,Closed with non-monetary relief,Yes,No,161230
03/04/2014,Credit card,,Closing/Cancelling account,,,,AMERICAN EXPRESS COMPANY,NJ,07410,Older American,N/A,Referral,03/06/2014,Closed with explanation,Yes,No,743941
06/26/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"Someone stole my personal information and identity. I am a victim of identity theft. The following unauthorized and fraudulent accounts do not belong to me : XXXX XXXX, XXXX XXXX XXXX. The following inquiries are unauthorized and fraudulent : XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX, XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MN,553XX,Servicemember,Consent provided,Web,06/26/2016,Closed with non-monetary relief,Yes,No,1985380
02/02/2017,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc.",WA,98104,,Other,Web,02/08/2017,Closed with explanation,Yes,Yes,2324143
08/23/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,WELLS FARGO & COMPANY,CA,94965,,N/A,Web,08/24/2012,Closed with explanation,Yes,Yes,141043
06/08/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,34787,,N/A,Postal mail,06/09/2017,Closed with explanation,Yes,N/A,2505051
07/31/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,90043,,N/A,Referral,08/23/2012,Closed with non-monetary relief,Yes,Yes,128096
10/16/2012,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,SANTANDER CONSUMER USA HOLDINGS INC.,SD,57106,Older American,N/A,Web,10/17/2012,Closed with explanation,Yes,No,171950
02/24/2014,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,HSBC NORTH AMERICA HOLDINGS INC.,NH,03264,,N/A,Web,02/24/2014,Closed with explanation,Yes,No,728626
04/28/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian Information Solutions Inc.,CA,93433,,N/A,Web,04/28/2014,Closed with explanation,Yes,No,829508
08/06/2014,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,,,ENCORE CAPITAL GROUP INC.,CA,95129,,N/A,Web,08/06/2014,Closed with explanation,Yes,Yes,970906
01/26/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,Midwest Recovery Systems,MO,63021,,Consent not provided,Web,01/31/2017,Closed with explanation,Yes,Yes,2313601
11/01/2013,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,,,OCWEN LOAN SERVICING LLC,CA,92019,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,581530
09/24/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,"EQUIFAX, INC.",WA,98056,,N/A,Web,09/24/2014,Closed with explanation,Yes,No,1043437
04/11/2012,Credit card,,Identity theft / Fraud / Embezzlement,,,,"CITIBANK, N.A.",VA,24201,Older American,N/A,Phone,04/13/2012,Closed with relief,Yes,No,55778
02/17/2015,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Monarch Recovery Holdings, Inc.",NY,14120,,N/A,Web,02/17/2015,Closed with explanation,Yes,Yes,1243073
11/20/2015,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"NEW DAY FINANCIAL, LLC",NY,14779,Servicemember,N/A,Phone,12/04/2015,Closed with explanation,Yes,No,1665559
11/14/2016,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,,,"ACE CASH EXPRESS, INC.",FL,34461,Older American,N/A,Phone,12/05/2016,Closed with explanation,Yes,No,2207429
03/21/2017,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,NJ,07304,Older American,N/A,Referral,03/21/2017,Closed with explanation,Yes,No,2397110
03/26/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,ALLY FINANCIAL INC.,LA,70739,,N/A,Referral,03/26/2013,Closed with monetary relief,Yes,No,366089
07/11/2013,Consumer Loan,Personal line of credit,Managing the line of credit,,,,HYUNDAI CAPITAL AMERICA,CA,90280,,N/A,Web,07/11/2013,Closed with explanation,Yes,No,454788
10/02/2014,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian Information Solutions Inc.,NY,13204,,N/A,Web,10/02/2014,Closed with non-monetary relief,Yes,No,1055944
09/22/2015,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,"For more than six years, XXXX XXXX and its subsidiary, XXXX XXXX XXXX, have tried to wrongfully and unlawfully collect a number of alleged XXXX-party debts from me. 

As a XXXX-party, bulk debt buyer and debt collector, XXXX XXXX and XXXX XXXX XXXX have knowingly and intentionally engaged in business practices that are in violation of state and federal law. 

In every effort to collect an alleged debt from me, XXXX XXXX and XXXX XXXX XXXX have made material misstatements of law and fact. 

XXXX XXXX has worked to collect an alleged Wells Fargo Bank account that continues to ignore the fact that the alleged, XXXX-party debt is barred by the statute of limitations. 

XXXX XXXX wrongful and unlawful statements, practices and acts have caused personal, professional and financial harm to me. 

In 2015, XXXX XXXX continues to ignore the law and settlement agreements. 

Shame on XXXX XXXX, its executive team and its shareholders.",Company chooses not to provide a public response,WELLS FARGO & COMPANY,CO,802XX,,Consent provided,Web,09/22/2015,Closed with non-monetary relief,Yes,Yes,1575279
04/02/2012,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,JPMORGAN CHASE & CO.,IL,60620,Servicemember,N/A,Phone,04/03/2012,Closed with relief,Yes,No,43433
05/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,MA,02715,,N/A,Referral,05/20/2013,Closed with explanation,Yes,Yes,406996
04/18/2017,Credit card,,Delinquent account,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33905,,Consent not provided,Web,04/18/2017,Closed with explanation,Yes,No,2440139
07/20/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"XXXX , XXXX KEEPS SKIP TRACING, BACKGROUND CHECKS UNLAWFUL SERVICE OF SUMMONS AND LAWSUITS. TCPA, FDCPA AND COLLECTION FRAUD ET..",Company chooses not to provide a public response,"John C. Bonewicz, P.C.",IL,606XX,,Consent provided,Web,07/20/2015,Closed with explanation,Yes,Yes,1473805
02/28/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,"I recently disputed a collection with Experian that I have absolutely no knowledge of. I have never received any information pertaining to this debt. I am once again disputing this medical debt and collection activity. Experian has verified it as "" belonging to me '' ; however, I would like Experian to provide what information they obtained during their investigation to verify this as mine as this account is being unfairly listed on my credit report. The collection is listed below : XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MS,386XX,,Consent provided,Web,02/28/2017,Closed with explanation,Yes,No,2365104
08/30/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,"DOB : XX/XX/XXXXSSN : XXXXFile # XXXXDear Sir or Madam : I am a victim of identity theft. The information listed below, which appears on my credit report, does not relate to any transaction ( s ) that I have made. It is the result of identity theft. 
XXXX XXXX Account XXXXPlease block this information from my credit report, pursuant to section 605B of the Fair Credit Reporting Act, and send the required notifications to all furnishers of this information. 
Enclosed are the following : A copy of my Identity Theft Report and proof of my identity. 
A copy of section 605B of the Fair Credit Reporting Act, which requires you to block the fraudulent information on my credit report resulting from identity theft within four business days and to promptly notify the furnisher ( s ) of that information. 
I appreciate your prompt attention to this matter, and await your reply. 
Sincerely, XXXX XXXX",,"EQUIFAX, INC.",CA,934XX,,Consent provided,Web,08/31/2015,Closed with explanation,Yes,No,1543804
04/14/2017,Bank account or service,Checking account,"Account opening, closing, or management",,"I have opened the account of Bank of America and they indicated that if all of my account together have more then USD 10,000 balance i would not be charged monthly maintenance Fees. but all of sudden they started charging without any notice. And they agree although rep did not inform correctly we ca n't do anything",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,300XX,,Consent provided,Web,04/14/2017,Closed with monetary relief,Yes,No,2436309
06/09/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMORGAN CHASE & CO.,VA,23320,,N/A,Postal mail,06/12/2015,Closed with explanation,Yes,No,1413572
07/08/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33617,,N/A,Web,07/09/2013,Closed with explanation,Yes,No,450544
01/02/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,ERC,FL,32224,,N/A,Web,01/02/2015,Closed with non-monetary relief,Yes,Yes,1178368
01/27/2016,Credit card,,Credit determination,,,,CAPITAL ONE FINANCIAL CORPORATION,PA,15137,,Consent not provided,Web,01/27/2016,Closed with non-monetary relief,Yes,No,1759876
10/07/2014,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,JPMORGAN CHASE & CO.,FL,33324,,N/A,Referral,10/15/2014,Closed with explanation,Yes,No,1061906
07/01/2014,Credit reporting,,Incorrect information on credit report,Public record,,,"EQUIFAX, INC.",MD,20877,,N/A,Web,07/01/2014,Closed with non-monetary relief,Yes,No,918307
02/11/2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Need information about my balance/terms,"I 'm dealing with Navient and it has been a hassle understanding the balance being reported on my credit report and interest being applied. I Recently saw a {$3000.00} spike on XXXX loan in a 30 day period. There are XXXX other accounts being reported and I need to know what schools they came from because the same activity is happening on those loans. Navient has not been of any help even though they call me daily about a payment that I do n't owe. I was forced into an IBRP because I did n't know my rights and did not want my credit effected anymore. After all, it 's the government. But if I 'm forced to pay something I would like to know the source, where the balance is coming from, and the interest rate applied to calculate the amount of accrued interest. If Navient is unlawfully misapplying payments and can not verify the above, the only resolution would be to delete these accounts.",,"Navient Solutions, LLC.",AR,720XX,,Consent provided,Web,02/11/2017,Closed with explanation,Yes,No,2339749
05/13/2014,Debt collection,Auto,Communication tactics,Frequent or repeated calls,,,"GENERAL MOTORS FINANCIAL COMPANY, INC.",DE,19801,,N/A,Web,05/13/2014,Closed,Yes,No,850229
04/05/2017,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,"BMW Financial Services NA, LLC",FL,34786,,N/A,Referral,04/05/2017,Closed with explanation,Yes,No,2420218
10/05/2015,Credit card,,Identity theft / Fraud / Embezzlement,,"On XXXX/XXXX/2015 I received a telephone call from Barclay Card XXXX. They advised me by voicemail that they wanted to verify my information for a recent credit card application. They provided me with an identifying number : XXXX and a return telephone # XXXX. I have never applied to Barclay Card for a credit card. I telephoned Barclay Card and was put in touch with a security consultant. She asked for my identifying number. I gave her the number. She returned to the line and asked me for my DOB and SSN. I told her that since she had pulled up my information, she could tell me the information and I would verify if was me. She stated she could not do that. I asked to speak to a supervisor. Another female got on the telephone and basically re- invented the wheel. She told me the same information. At this point I hung up. I went into XXXX XXXX and saw that a hard credit inquiry had posted on my credit history. Earlier this year, person XXXX XXXX ) unknown had attempted to get a federal tax refund by filing a false tax return using my tax information and the IRS and FTC indicated this was an attempt at identity theft. I woul appreciate help in getting this removed from my credit report. Again, I have never applied for a Barclay Card credit card.",Company chooses not to provide a public response,BARCLAYS BANK DELAWARE,NC,273XX,Older American,Consent provided,Web,10/15/2015,Closed with explanation,Yes,No,1593394
03/08/2017,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91203,,Other,Web,03/10/2017,Closed with monetary relief,Yes,No,2377534
06/12/2014,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Experian Information Solutions Inc.,GA,30294,,N/A,Web,06/16/2014,Closed with explanation,Yes,No,891372
11/09/2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",IN,46253,,Consent not provided,Web,11/09/2016,Closed with non-monetary relief,Yes,No,2202088
05/15/2012,Mortgage,Other mortgage,Settlement process and costs,,,,"NEW DAY FINANCIAL, LLC",NC,27537,,N/A,Referral,11/06/2012,Closed with non-monetary relief,Yes,Yes,78668
07/07/2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,OCWEN LOAN SERVICING LLC,FL,33305,,N/A,Postal mail,07/10/2014,Closed with explanation,Yes,Yes,925484
03/14/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,NATIONSTAR MORTGAGE,CA,95632,"Older American, Servicemember",N/A,Phone,03/15/2016,Closed with explanation,Yes,No,1830438
07/29/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,"On XXXX XXXX, 2015, I was checking my Credit XXXX. I discovered that on XXXX XXXX, 2015, there was a hard credit check XXXX on Equifax Credit reporting Agency. I did not open an account XXXX nor do I even have a cellphone from any company. I immediately contacted XXXX XXXX and advised them that I did not open an account. I was informed that indeed, an account was opened in my name and using my Social Security number. The Fraud department was closed since it was a weekend but I was advised to call back on Monday morning. I then proceeded to contact all the Credit Reporting Agencies and place an alert. I contacted EquifaxXXXX. After completing this, I contacted my credit card companies and had them place a watch on my accounts. On XXXX XXXX, 2015, I spoke with the XXXX XXXX Fraud Department and filed a Fraud complaint. On XXXX XXXX, 2015, I received a letter from the XXXX XXXX Fraud Department advising that the account in my name was fraudulent. I contacted the XXXX Fraud Department on this date by telephone. I was told that the fraudulent account was closed and a letter was sent to Equifax requesting that the Credit Check be removed from my credit report. On XXXX XXXX, 2015, I contacted Equifax. Equifax is the only Credit Reporting Agency where this credit check appeared. I spoke with XXXX at XXXX. I asked her why the credit check was still on my credit report. XXXX stated that she does not show a letter XXXX in my file. As a result of this conversation, I contacted XXXX again. I was advised that they did in deed send a letter to Equifax requesting that the credit check be removed. Further, I did a cover letter and sent Equifax a copy of the letter which I received XXXX. This was sent in a fax for which I have a confirmation of receipt. My letter also requested that the credit check be removed immediately. On XXXX XXXX, 2015, I received a letter from a third party company indicating that a hack had occurred on a company called XXXX. XXXX is a company that operates for XXXX, Florida XXXX. In this hack, employee and retired employee names, addresses, Social Security numbers, email addresses, pass words, etc. had been stolen. Obviously, this is where the suspect in the XXXX fraudulent account obtained my name and Social Security number. On XXXX XXXX, 2015, I called XXXX XXXX Fraud Department. I advised them that Equifax claims that they did not send a letter to remove the fraudulent credit check. I was informed that this was not true. While on the telephone, the employee typed out another letter to Equifax and sent it. On XXXX XXXX, 2015, I called Equifax again. The credit check XXXX is still showing on my credit report. The employee at Equifax told me that they have no documentation showing this credit check to be a fraud. I told the employee that she is a liar. I stated that I have the confirmation in which I faxed them my statement along with the XXXX letter. I then informed the employee that XXXX sent them another letter and I wanted to speak to a supervisor. The employee stated that there was nothing that could be done for me and the credit check only lasts on my report for two years. I told her that she was complicit in this fraud complaint and that she is a liar. As a result of this last conversation with Equifax, I contacted the Attorney General 's Office and was advised to file this complaint. See the attached documentation. I need this fraudulent credit check removed by Equifax.",,"EQUIFAX, INC.",FL,334XX,,Consent provided,Web,07/29/2015,Closed with explanation,Yes,Yes,1492393
05/17/2012,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,13468,,N/A,Referral,05/25/2012,Closed with monetary relief,Yes,No,80646
04/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Specialized Loan Servicing LLC,MD,20720,,N/A,Referral,04/19/2013,Closed,Yes,Yes,386711
09/30/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,JPMORGAN CHASE & CO.,IL,60025,,Consent not provided,Web,09/30/2016,Closed with explanation,Yes,No,2137709
04/07/2017,Bank account or service,Checking account,Deposits and withdrawals,,"Sent an electronic message to Ally customer service via their website asking "" I can transfer funds with next day delivery using your website from my XXXX account, but if I schedule recurring transfers there is a several-day delay. Why is this the case? Can you fix it? '' I received what I feel was a complete non-answer, what appeared to be boilerplate text describing their manual funds transfer policy.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,IL,600XX,,Consent provided,Web,04/07/2017,Closed with explanation,Yes,No,2424250
03/10/2017,Credit card,,Closing/Cancelling account,,"Credit card account with Sears issued by Citibank was wrongly reported as a charge off to the credit bureaus after being closed by Citibank. Account received monthly payments as required but reported after due date and without notifying any late payment, past due balance or any contact for orientation account was closed affecting my credit. After closing account the balance was paid in full in XX/XX/XXXX, in my XXXX credit report is reporting as it was closed on that date XX/XX/XXXX affecting more my credit score because the account was closed on XX/XX/XXXX. Account was opened on XX/XX/XXXX and closed in XX/XX/XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",PR,007XX,,Consent provided,Web,03/10/2017,Closed with explanation,Yes,No,2380170
11/16/2015,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,TD BANK US HOLDING COMPANY,NY,11201,,Consent not provided,Web,11/16/2015,Closed with non-monetary relief,Yes,No,1657338
04/18/2017,Bank account or service,Savings account,"Account opening, closing, or management",,,,JPMORGAN CHASE & CO.,NY,10006,,N/A,Referral,04/18/2017,Closed with explanation,Yes,No,2440660
01/30/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,NATIONSTAR MORTGAGE,FL,32351,,N/A,Web,01/30/2015,Closed with explanation,Yes,Yes,1217470
02/01/2013,Consumer Loan,Personal line of credit,Account terms and changes,,,,KEYCORP,ME,04011,,N/A,Referral,02/05/2013,Closed with non-monetary relief,Yes,No,287457
11/13/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",CA,92127,,N/A,Referral,11/17/2015,Closed with explanation,Yes,Yes,1653736
04/05/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,30265,,N/A,Web,04/05/2013,Closed with non-monetary relief,Yes,No,375629
10/15/2014,Consumer Loan,Installment loan,Taking out the loan or lease,,,,SYNCHRONY FINANCIAL,MD,20770,,N/A,Web,10/22/2014,Closed with explanation,Yes,No,1072179
05/21/2012,Credit card,,APR or interest rate,,,,BARCLAYS BANK DELAWARE,AZ,85367,,N/A,Referral,05/21/2012,Closed with explanation,Yes,No,105
09/21/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"I rented an apartment from a company - when I moved out they claimed I had a balance due. They are incorrect and are trying now to collect on a balance that is not correct. I have paperwork proving otherwise. 

They have sent me to a debt collector - I 've told the debt collector I deny the debt - the debt collector has mailed me a "" proof '' of the debt - nothing signed saying I agree to the debt - just a "" bill '' for something that is incorrect. 

I 'm told I will need to hire a lawyer to even begin to fight these guys and they are suggesting they are going to start reporting me to the credit reporting things. 

What can I do to fight this without having to waste time and money going to court to prove something I 'm not responsible for?",Company believes it acted appropriately as authorized by contract or law,"I.Q. DATA INTERNATIONAL, INC.",CA,956XX,,Consent provided,Web,09/21/2015,Closed with explanation,Yes,No,1572576
04/13/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,"GENERAL MOTORS FINANCIAL COMPANY, INC.",GA,30719,,N/A,Referral,04/14/2016,Closed with non-monetary relief,Yes,No,1877846
06/26/2014,Mortgage,Other mortgage,Other,,,,AMERICAN PACIFIC MORTGAGE,AZ,85142,,N/A,Referral,07/01/2014,Closed with explanation,Yes,No,913555
11/28/2012,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,HSBC NORTH AMERICA HOLDINGS INC.,IL,62960,,N/A,Web,11/28/2012,Closed with explanation,Yes,No,198773
04/06/2017,Bank account or service,Savings account,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92056,Older American,Consent not provided,Web,04/06/2017,Closed with explanation,Yes,No,2422888
10/09/2014,Mortgage,Home equity loan or line of credit,Credit decision / Underwriting,,,,BB&T CORPORATION,NC,27540,,N/A,Web,10/09/2014,Closed with explanation,Yes,No,1065025
09/04/2014,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,M&T BANK CORPORATION,NJ,07481,,N/A,Web,09/04/2014,Closed with explanation,Yes,Yes,1013900
09/15/2014,Bank account or service,Checking account,Deposits and withdrawals,,,,M&T BANK CORPORATION,MD,21122,Servicemember,N/A,Web,09/15/2014,Closed with monetary relief,Yes,Yes,1028659
08/29/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MO,64137,,N/A,Referral,08/30/2013,Closed with explanation,Yes,No,509653
03/21/2016,Credit reporting,,Incorrect information on credit report,Account status,This XXXX account reporting is past the statute of limitations please remove as requested,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MN,550XX,,Consent provided,Web,03/21/2016,Closed with non-monetary relief,Yes,No,1843146
02/05/2016,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,SYNCHRONY FINANCIAL,SC,29160,,Consent not provided,Web,02/05/2016,Closed with explanation,Yes,No,1773768
09/20/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMORGAN CHASE & CO.,KS,66067,,N/A,Referral,09/20/2013,Closed with explanation,Yes,No,536045
02/03/2014,Consumer Loan,Personal line of credit,Shopping for a line of credit,,,,"Enova International, Inc.",PA,17404,,N/A,Web,02/06/2014,Closed with explanation,Yes,No,696581
10/04/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,PHH Mortgage Services Corporation,NY,11580,,Consent not provided,Web,10/04/2016,Closed with explanation,Yes,No,2145833
